FBgn0000008	FBgn0114341	Dere\GG22167	EOG091902HN
FBgn0002930	FBgn0103069	Dere\GG10764	EOG09190D2V
FBgn0002931	FBgn0116818	Dere\GG24687	EOG09190EWG
FBgn0002932	FBgn0109624	Dere\GG17398	EOG091903MO
FBgn0002936	FBgn0116886	Dere\GG24755	EOG09190DZE
FBgn0002937	FBgn0111990	Dere\GG19789	EOG091903OO
FBgn0002938	FBgn0102780	Dere\GG10472	EOG091900MR
FBgn0002939	FBgn0113287	Dere\GG21104	EOG091905BC
FBgn0002940	FBgn0064601	Dere\ninaE	EOG091909NJ
FBgn0002941	FBgn0106721	Dere\GG14462	EOG09190D1O
FBgn0002945	FBgn0105703	Dere\GG13431	EOG091907GJ
FBgn0002948	FBgn0110646	Dere\GG18431	EOG091903RK
FBgn0002962	FBgn0115304	Dere\GG23152	EOG09190CHZ
FBgn0002973	FBgn0117473	Dere\GG25352	EOG09190716
FBgn0002985	FBgn0116556	Dere\GG24424	EOG09190CW8
FBgn0002989	FBgn0116601	Dere\GG24469	EOG091902K2
FBgn0003002	FBgn0104878	Dere\GG12590	EOG09190AG9
FBgn0003008	FBgn0115069	Dere\GG22912	EOG09190G42
FBgn0003009	FBgn0112252	Dere\GG20053	EOG0919089A
FBgn0003011	FBgn0115585	Dere\GG23438	EOG091908LD
FBgn0003015	FBgn0105816	Dere\GG13545	EOG09190A6X
FBgn0003016	FBgn0116379	Dere\GG24247	EOG091900UB
FBgn0003023	FBgn0111250	Dere\GG19044	EOG09190346
FBgn0003028	FBgn0110950	Dere\GG18741	EOG091907B7
FBgn0003041	FBgn0107186	Dere\GG14932	EOG091900YK
FBgn0003042	FBgn0105515	Dere\GG13243	EOG09190DG5
FBgn0003044	FBgn0114023	Dere\GG21845	EOG091902KD
FBgn0003046	FBgn0102761	Dere\GG10452	EOG09190G7D
FBgn0003048	FBgn0105195	Dere\GG12922	EOG0919004G
FBgn0003053	FBgn0110924	Dere\GG18715	EOG091901DT
FBgn0003060	FBgn0109266	Dere\GG17038	EOG09190KZS
FBgn0003062	FBgn0064623	Dere\Fib	EOG09190EAU
FBgn0003065	FBgn0104147	Dere\GG11852	EOG09190KZZ
FBgn0003067	FBgn0114082	Dere\GG21904	EOG091903UU
FBgn0003068	FBgn0012277	Dere\per	EOG09190247
FBgn0003071	FBgn0116274	Dere\GG24141	EOG091901WC
FBgn0003074	FBgn0102918	Dere\GG10610	EOG091904SD
FBgn0003076	FBgn0105767	Dere\GG13495	EOG091904Z3
FBgn0003079	FBgn0105204	Dere\GG12931	EOG091903YM
FBgn0003082	FBgn0115458	Dere\GG23307	EOG091905CV
FBgn0003087	FBgn0067597	Dere\pim	EOG09190I5L
FBgn0003089	FBgn0105685	Dere\GG13413	EOG091906Y2
FBgn0003090	FBgn0115419	Dere\GG23268	EOG091901TV
FBgn0003091	FBgn0112833	Dere\GG20645	EOG091903HV
FBgn0003093	FBgn0103931	Dere\GG11634	EOG0919034D
FBgn0003114	FBgn0064600	Dere\plu	EOG09190GQ6
FBgn0003116	FBgn0105189	Dere\GG12916	EOG09190BWF
FBgn0003117	FBgn0109201	Dere\GG16973	EOG09190BXP
FBgn0003118	FBgn0104730	Dere\GG12442	EOG091905I0
FBgn0003124	FBgn0108334	Dere\GG16099	EOG091904JS
FBgn0003129	FBgn0109681	Dere\GG17455	EOG09190EL3
FBgn0003130	FBgn0114504	Dere\GG22332	EOG09190CN2
FBgn0003134	FBgn0103599	Dere\GG11298	EOG09190B26
FBgn0003137	FBgn0104360	Dere\GG12068	EOG0919003Z
FBgn0003139	FBgn0109897	Dere\GG17675	EOG09190BCI
FBgn0003140	FBgn0113190	Dere\GG21006	EOG09190BEQ
FBgn0003141	FBgn0113769	Dere\GG21591	EOG09190GZE
FBgn0003145	FBgn0102584	Dere\GG10275	EOG091906JC
FBgn0003149	FBgn0107316	Dere\GG15062	EOG091903D9
FBgn0003159	FBgn0104908	Dere\GG12620	EOG091901T2
FBgn0003162	FBgn0114272	Dere\GG22097	EOG09190CJ4
FBgn0003165	FBgn0109619	Dere\GG17393	EOG09190310
FBgn0003169	FBgn0113368	Dere\GG21187	EOG091905MD
FBgn0003174	FBgn0115422	Dere\GG23271	EOG091902IB
FBgn0003175	FBgn0113964	Dere\GG21786	EOG0919011P
FBgn0003187	FBgn0113917	Dere\GG21739	EOG0919025S
FBgn0003189	FBgn0111271	Dere\GG19065	EOG0919005X
FBgn0003204	FBgn0110581	Dere\GG18365	EOG0919064R
FBgn0003205	FBgn0109593	Dere\GG17366	EOG09190HG8
FBgn0003206	FBgn0107448	Dere\GG15195	EOG09190GCZ
FBgn0003209	FBgn0116193	Dere\GG24054	EOG0919033F
FBgn0003210	FBgn0110750	Dere\GG18537	EOG091901V9
FBgn0003218	FBgn0110033	Dere\GG17812	EOG0919012N
FBgn0003227	FBgn0112557	Dere\GG20366	EOG091904DX
FBgn0003231	FBgn0012278	Dere\ref(2)P	EOG091907WT
FBgn0003248	FBgn0064614	Dere\Rh2	EOG091909DA
FBgn0003249	FBgn0064613	Dere\Rh3	EOG09190B6T
FBgn0003250	FBgn0064612	Dere\Rh4	EOG09190AJ6
FBgn0003254	FBgn0114134	Dere\GG21956	EOG091904UC
FBgn0003255	FBgn0102476	Dere\GG10165	EOG0919011S
FBgn0003256	FBgn0115272	Dere\GG23119	EOG091909BX
FBgn0003257	FBgn0107180	Dere\GG14926	EOG0919079M
FBgn0003261	FBgn0102973	Dere\GG10666	EOG091904ZO
FBgn0003267	FBgn0104458	Dere\GG12166	EOG09190DUQ
FBgn0003268	FBgn0104109	Dere\GG11814	EOG0919007I
FBgn0003270	FBgn0113881	Dere\GG21703	EOG09190HHS
FBgn0003274	FBgn0112805	Dere\GG20616	EOG09190KOR
FBgn0003275	FBgn0105057	Dere\GG12771	EOG09190JKU
FBgn0003277	FBgn0084527	Dere\RpII215	EOG091900F8
FBgn0003278	FBgn0116846	Dere\GG24715	EOG0919010Z
FBgn0003279	FBgn0103877	Dere\GG11580	EOG09190B1W
FBgn0003285	FBgn0110809	Dere\GG18598	EOG09190425
FBgn0003292	FBgn0106172	Dere\GG13909	EOG091902A5
FBgn0003295	FBgn0107043	Dere\GG14787	EOG09190FK2
FBgn0003300	FBgn0085118	Dere\run	EOG09190C65
FBgn0003301	FBgn0111651	Dere\GG19448	EOG091900L1
FBgn0003302	FBgn0046965	Dere\rux	EOG09190BVO
FBgn0003308	FBgn0024451	Dere\Xdh	EOG091900N2
FBgn0003310	FBgn0116748	Dere\GG24616	EOG091908WG
FBgn0003312	FBgn0110690	Dere\GG18477	EOG091908FT
FBgn0003317	FBgn0115455	Dere\GG23304	EOG091904HI
FBgn0003319	FBgn0109208	Dere\GG16980	EOG0919067U
FBgn0003321	FBgn0111104	Dere\GG18897	EOG0919068M
FBgn0003326	FBgn0112528	Dere\GG20337	EOG091903XC
FBgn0003328	FBgn0112697	Dere\GG20507	EOG0919019R
FBgn0003330	FBgn0104391	Dere\GG12099	EOG09190CNM
FBgn0003334	FBgn0109576	Dere\GG17349	EOG091903JE
FBgn0003339	FBgn0102490	Dere\GG10180	EOG09190FFA
FBgn0003345	FBgn0110139	Dere\GG17919	EOG091907OI
FBgn0003346	FBgn0113363	Dere\GG21182	EOG091908KG
FBgn0003353	FBgn0115085	Dere\GG22928	EOG091902IE
FBgn0003358	FBgn0104278	Dere\GG11986	EOG09190CMI
FBgn0003360	FBgn0111107	Dere\GG18900	EOG09190CF6
FBgn0003366	FBgn0111089	Dere\GG18882	EOG0919004L
FBgn0003371	FBgn0105218	Dere\GG12945	EOG09190410
FBgn0003373	FBgn0012268	Dere\Sgs3	EOG09190L2T
FBgn0003380	FBgn0110367	Dere\GG18151	EOG091906VY
FBgn0003382	FBgn0112385	Dere\GG20192	EOG091900KW
FBgn0003386	FBgn0117090	Dere\GG24961	EOG091905TP
FBgn0003388	FBgn0107931	Dere\GG15687	EOG091905SJ
FBgn0003390	FBgn0109878	Dere\GG17656	EOG0919073G
FBgn0003391	FBgn0112997	Dere\GG20811	EOG091900IG
FBgn0003392	FBgn0110148	Dere\GG17928	EOG091902QY
FBgn0003396	FBgn0112361	Dere\GG20167	EOG091900DV
FBgn0003401	FBgn0112193	Dere\GG19994	EOG09190AHA
FBgn0003410	FBgn0064599	Dere\sina	EOG09190CW9
FBgn0003411	FBgn0111071	Dere\GG18864	EOG09190H8Y
FBgn0003415	FBgn0105538	Dere\GG13266	EOG09190074
FBgn0003416	FBgn0110176	Dere\GG17956	EOG091900XY
FBgn0003423	FBgn0111929	Dere\GG19728	EOG09190457
FBgn0003429	FBgn0103610	Dere\GG11309	EOG09190116
FBgn0003430	FBgn0117100	Dere\GG24971	EOG09190F48
FBgn0003435	FBgn0113083	Dere\GG20899	EOG091906RO
FBgn0003444	FBgn0116840	Dere\GG24709	EOG09190272
FBgn0003447	FBgn0111880	Dere\GG19678	EOG091905JK
FBgn0003448	FBgn0116338	Dere\GG24206	EOG09190B5M
FBgn0003449	FBgn0110957	Dere\GG18748	EOG09190GZR
FBgn0003450	FBgn0109308	Dere\GG17080	EOG091909JL
FBgn0003459	FBgn0105990	Dere\GG13727	EOG0919034F
FBgn0003460	FBgn0115428	Dere\GG23277	EOG09190D64
FBgn0003462	FBgn0029421	Dere\Sod	EOG09190H9O
FBgn0003463	FBgn0111591	Dere\sog	EOG091901BN
FBgn0003464	FBgn0111925	Dere\GG19724	EOG091900RB
FBgn0003475	FBgn0113407	Dere\GG21227	EOG091902HW
FBgn0003479	FBgn0104262	Dere\GG11967	EOG09190BN3
FBgn0003480	FBgn0109082	Dere\GG16853	EOG09190BME
FBgn0003482	FBgn0103832	Dere\GG11535	EOG09190HL3
FBgn0003483	FBgn0109186	Dere\GG16958	EOG091900K5
FBgn0003495	FBgn0104437	Dere\GG12145	EOG09190AL6
FBgn0003499	FBgn0114808	Dere\GG22637	EOG091903MQ
FBgn0003502	FBgn0115606	Dere\GG23459	EOG091903G3
FBgn0003507	FBgn0109197	Dere\GG16969	EOG0919092R
FBgn0003510	FBgn0104019	Dere\GG11723	EOG0919065K
FBgn0003511	FBgn0104018	Dere\GG11722	EOG09190C9P
FBgn0003512	FBgn0104020	Dere\GG11724	EOG09190BF0
FBgn0003513	FBgn0112192	Dere\GG19993	EOG091902KZ
FBgn0003514	FBgn0109910	Dere\GG17688	EOG09190HCB
FBgn0003515	FBgn0105830	Dere\GG13559	EOG091903MC
FBgn0003517	FBgn0043705	Dere\sta	EOG09190DSL
FBgn0003520	FBgn0113177	Dere\GG20993	EOG091906QT
FBgn0003525	FBgn0104313	Dere\GG12021	EOG091908D2
FBgn0003527	FBgn0112508	Dere\GG20317	EOG09190FNK
FBgn0003545	FBgn0113206	Dere\GG21022	EOG09190726
FBgn0003557	FBgn0116955	Dere\GG24825	EOG091902FP
FBgn0003559	FBgn0111964	Dere\GG19763	EOG091902YP
FBgn0003567	FBgn0113554	Dere\GG21375	EOG091903U0
FBgn0003575	FBgn0043704	Dere\su(s)	EOG091903FO
FBgn0003598	FBgn0111724	Dere\GG19522	EOG091901DO
FBgn0003607	FBgn0264924	Dere\HP1A	EOG09190HKT
FBgn0003612	FBgn0115561	Dere\GG23414	EOG091904VF
FBgn0003638	FBgn0043703	Dere\su(w[a])	EOG091904IU
FBgn0003651	FBgn0110915	Dere\GG18706	EOG091906OO
FBgn0003655	FBgn0109898	Dere\GG17676	EOG091906T8
FBgn0003656	FBgn0109816	Dere\GG17592	EOG091900MU
FBgn0003660	FBgn0117346	Dere\GG25222	EOG09190J6J
FBgn0003676	FBgn0104798	Dere\GG12510	EOG091905GM
FBgn0003687	FBgn0112940	Dere\GG20753	EOG09190D9S
FBgn0003701	FBgn0113197	Dere\GG21013	EOG091902NJ
FBgn0003710	FBgn0107454	Dere\GG15201	EOG091908CA
FBgn0003714	FBgn0104901	Dere\GG12613	EOG09190HZL
FBgn0003716	FBgn0116445	Dere\GG24313	EOG0919053I
FBgn0003719	FBgn0103615	Dere\GG11314	EOG0919016C
FBgn0003720	FBgn0104076	Dere\GG11781	EOG091908LR
FBgn0003721	FBgn0109136	Dere\GG16908	EOG091907HJ
FBgn0003731	FBgn0114293	Dere\GG22118	EOG091900PG
FBgn0003733	FBgn0103021	Dere\GG10716	EOG091901VB
FBgn0003741	FBgn0012286	Dere\tra	EOG09190KUS
FBgn0003742	FBgn0114587	Dere\GG22415	EOG09190H8N
FBgn0003744	FBgn0105638	Dere\GG13366	EOG091906SJ
FBgn0003747	FBgn0110982	Dere\GG18774	EOG091909AR
FBgn0003748	FBgn0114258	Dere\GG22083	EOG091904VX
FBgn0003751	FBgn0116099	Dere\GG23960	EOG09190E00
FBgn0003861	FBgn0104280	Dere\GG11988	EOG091901XH
FBgn0003862	FBgn0113559	Dere\GG21380	EOG0919006O
FBgn0003865	FBgn0111021	Dere\GG18813	EOG09190EM8
FBgn0003866	FBgn0113526	Dere\GG21347	EOG091903BN
FBgn0003867	FBgn0114752	Dere\GG22581	EOG09190ABK
FBgn0003870	FBgn0104119	Dere\GG11824	EOG091903ZA
FBgn0003882	FBgn0104652	Dere\GG12362	EOG09190AWL
FBgn0003886	FBgn0109564	Dere\GG17337	EOG091907WA
FBgn0003888	FBgn0115117	Dere\GG22960	EOG091907JT
FBgn0003889	FBgn0022664	Dere\betaTub85D	EOG09190889
FBgn0003890	FBgn0104368	Dere\GG12076	EOG091906EO
FBgn0003891	FBgn0114273	Dere\GG22098	EOG09190057
FBgn0003892	FBgn0115526	Dere\GG23375	EOG091900ZH
FBgn0003896	FBgn0113853	Dere\GG21675	EOG091909O3
FBgn0003900	FBgn0064598	Dere\twi	EOG09190BS5
FBgn0003941	FBgn0117117	Dere\GG24988	EOG09190ICF
FBgn0003942	FBgn0102438	Dere\GG10127	EOG09190IOU
FBgn0003944	FBgn0109042	Dere\Ubx	EOG09190E1N
FBgn0003950	FBgn0109779	Dere\GG17554	EOG091905SM
FBgn0003961	FBgn0102802	Dere\GG10494	EOG09190A1A
FBgn0003963	FBgn0116856	Dere\GG24725	EOG091902K5
FBgn0003964	FBgn0104947	Dere\GG12659	EOG091909OT
FBgn0003965	FBgn0110596	Dere\GG18380	EOG09190ANX
FBgn0003969	FBgn0111554	Dere\GG19350	EOG091901W7
FBgn0003975	FBgn0112534	Dere\GG20343	EOG09190ECJ
FBgn0003977	FBgn0112241	Dere\GG20042	EOG091900EH
FBgn0003978	FBgn0113771	Dere\GG21593	EOG091909GC
FBgn0003979	FBgn0116401	Dere\GG24269	EOG09190JI7
FBgn0003980	FBgn0117235	Dere\GG25107	EOG09190K87
FBgn0003984	FBgn0278096	Dere\GG26791	EOG091907S7
FBgn0003996	FBgn0110815	Dere\GG18604	EOG0919044K
FBgn0003997	FBgn0107993	Dere\GG15751	EOG09190FZL
FBgn0004003	FBgn0114132	Dere\GG21954	EOG09190E1O
FBgn0004034	FBgn0028820	Dere\y	EOG091905DX
FBgn0004045	FBgn0110555	Dere\GG18339	EOG091908SL
FBgn0004047	FBgn0110032	Dere\GG17811	EOG091909PC
FBgn0004049	FBgn0109277	Dere\GG17049	EOG091903V5
FBgn0004050	FBgn0105207	Dere\GG12934	EOG09190D7C
FBgn0004052	FBgn0108136	Dere\GG15901	EOG09190K3C
FBgn0004053	FBgn0102545	Dere\GG10235	EOG09190EEV
FBgn0004054	FBgn0102567	Dere\GG10258	EOG09190HSD
FBgn0004055	FBgn0115185	Dere\GG23028	EOG091906W2
FBgn0004057	FBgn0084419	Dere\Zw	EOG091906QR
FBgn0004066	FBgn0110165	Dere\GG17945	EOG09190ERQ
FBgn0004087	FBgn0109238	Dere\GG17010	EOG09190GC0
FBgn0004101	FBgn0115118	Dere\GG22961	EOG09190CNB
FBgn0004102	FBgn0111237	Dere\GG19031	EOG09190G4G
FBgn0004106	FBgn0116077	Dere\GG23938	EOG09190C0B
FBgn0004107	FBgn0116227	Dere\GG24088	EOG09190BWU
FBgn0004108	FBgn0105846	Dere\GG13576	EOG091903W8
FBgn0004110	FBgn0116719	Dere\GG24587	EOG09190B29
FBgn0004117	FBgn0109137	Dere\GG16909	EOG09190E04
FBgn0004118	FBgn0104631	Dere\GG12341	EOG091905SP
FBgn0004132	FBgn0103035	Dere\GG10730	EOG09190HM1
FBgn0004133	FBgn0103034	Dere\GG10729	EOG0919091K
FBgn0004143	FBgn0111833	Dere\GG19631	EOG09190FR0
FBgn0004167	FBgn0107387	Dere\GG15134	EOG0919001B
FBgn0004168	FBgn0114122	Dere\GG21944	EOG091904J0
FBgn0004169	FBgn0111701	Dere\GG19499	EOG09190DOI
FBgn0004170	FBgn0085916	Dere\sc	EOG09190D4M
FBgn0004177	FBgn0102809	Dere\GG10501	EOG09190B5L
FBgn0004179	FBgn0108483	Dere\GG16248	EOG09190F3A
FBgn0004181	FBgn0112058	Dere\GG19857	EOG09190FZO
FBgn0004197	FBgn0104426	Dere\GG12134	EOG091900PW
FBgn0004198	FBgn0111854	Dere\GG19652	EOG091900PD
FBgn0004227	FBgn0110179	Dere\GG17959	EOG091908Z7
FBgn0004228	FBgn0105815	Dere\GG13544	EOG09190KQZ
FBgn0004237	FBgn0109261	Dere\GG17033	EOG09190FO5
FBgn0004242	FBgn0116622	Dere\GG24490	EOG091909FU
FBgn0004244	FBgn0107289	Dere\GG15035	EOG09190791
FBgn0004359	FBgn0103806	Dere\GG11509	EOG091909CN
FBgn0004360	FBgn0116217	Dere\GG24078	EOG09190BGT
FBgn0004362	FBgn0114310	Dere\GG22136	EOG09190KXX
FBgn0004363	FBgn0102658	Dere\GG10349	EOG09190C4O
FBgn0004364	FBgn0084721	Dere\GG22011	EOG0919018D
FBgn0004367	FBgn0110181	Dere\GG17962	EOG0919004R
FBgn0004368	FBgn0110946	Dere\GG18737	EOG091900MG
FBgn0004369	FBgn0103958	Dere\GG11662	EOG091901PV
FBgn0004370	FBgn0110651	Dere\GG18436	EOG091900B5
FBgn0004372	FBgn0106746	Dere\GG14487	EOG091905IG
FBgn0004373	FBgn0106926	Dere\GG14670	EOG09190114
FBgn0004378	FBgn0106869	Dere\GG14613	EOG091901QY
FBgn0004379	FBgn0106312	Dere\GG14050	EOG091902SO
FBgn0004380	FBgn0106397	Dere\GG14136	EOG09190490
FBgn0004381	FBgn0107779	Dere\GG15531	EOG0919048A
FBgn0004387	FBgn0104402	Dere\GG12110	EOG091900WO
FBgn0004389	FBgn0104088	Dere\GG11793	EOG09190ES4
FBgn0004390	FBgn0106262	Dere\GG14000	EOG091901UU
FBgn0004391	FBgn0111603	Dere\GG19400	EOG0919009C
FBgn0004394	FBgn0115931	Dere\GG23792	EOG091903OX
FBgn0004395	FBgn0104744	Dere\GG12456	EOG091903VN
FBgn0004396	FBgn0108141	Dere\GG15906	EOG09190DT7
FBgn0004397	FBgn0104924	Dere\GG12636	EOG091902BB
FBgn0004401	FBgn0108035	Dere\GG15796	EOG09190AFK
FBgn0004406	FBgn0102492	Dere\GG10182	EOG091901JF
FBgn0004407	FBgn0102489	Dere\GG10179	EOG09190DE4
FBgn0004419	FBgn0102407	Dere\GG10095	EOG0919070S
FBgn0004429	FBgn0106871	Dere\GG14615	EOG09190IBT
FBgn0004430	FBgn0107019	Dere\GG14763	EOG09190I6N
FBgn0004431	FBgn0106876	Dere\GG14620	EOG09190HVZ
FBgn0004432	FBgn0111536	Dere\GG19332	EOG09190EN1
FBgn0004435	FBgn0112511	Dere\GG20320	EOG09190841
FBgn0004436	FBgn0103578	Dere\GG11277	EOG09190HCY
FBgn0004449	FBgn0105455	Dere\GG13183	EOG0919002H
FBgn0004456	FBgn0111715	Dere\GG19513	EOG0919014N
FBgn0004463	FBgn0112431	Dere\GG20240	EOG0919013L
FBgn0004465	FBgn0028460	Dere\Su(P)	EOG091907ZT
FBgn0004507	FBgn0116960	Dere\GG24830	EOG0919027W
FBgn0004509	FBgn0104541	Dere\GG12249	EOG091900U4
FBgn0004510	FBgn0104455	Dere\GG12163	EOG09190B3Q
FBgn0004511	FBgn0111041	Dere\GG18833	EOG091905WD
FBgn0004512	FBgn0114707	Dere\GG22536	EOG09190109
FBgn0004513	FBgn0106327	Dere\GG14065	EOG091900Z9
FBgn0004514	FBgn0108477	Dere\GG16242	EOG091906H7
FBgn0004516	FBgn0106484	Dere\GG14223	EOG091905KH
FBgn0004552	FBgn0107449	Dere\GG15196	EOG09190KEV
FBgn0004556	FBgn0108091	Dere\GG15853	EOG091904L9
FBgn0004567	FBgn0117101	Dere\GG24972	EOG09190E6H
FBgn0004569	FBgn0108115	Dere\GG15879	EOG091908GZ
FBgn0004573	FBgn0104193	Dere\GG11898	EOG09190806
FBgn0004574	FBgn0106478	Dere\GG14217	EOG091904HK
FBgn0004575	FBgn0109671	Dere\GG17445	EOG091903HH
FBgn0004577	FBgn0114084	Dere\GG21906	EOG09190406
FBgn0004580	FBgn0112837	Dere\GG20649	EOG09190CEC
FBgn0004581	FBgn0085883	Dere\bgcn	EOG091900V4
FBgn0004583	FBgn0116852	Dere\GG24721	EOG091902MF
FBgn0004584	FBgn0278154	Dere\GG26849	EOG09190BF7
FBgn0004587	FBgn0111973	Dere\GG19772	EOG09190H1X
FBgn0004592	FBgn0105800	Dere\GG13528	EOG09190IFO
FBgn0004594	FBgn0108155	Dere\GG15920	EOG09190KA5
FBgn0004595	FBgn0110306	Dere\GG18089	EOG091901OY
FBgn0004597	FBgn0113207	Dere\GG21023	EOG09190DFP
FBgn0004598	FBgn0084273	Dere\Fur2	EOG091900HT
FBgn0004606	FBgn0104070	Dere\GG11775	EOG0919027K
FBgn0004607	FBgn0108621	Dere\GG16389	EOG091900RG
FBgn0004611	FBgn0116844	Dere\GG24713	EOG0919010W
FBgn0004618	FBgn0108708	Dere\GG16477	EOG091909IB
FBgn0004619	FBgn0107605	Dere\GG15353	EOG091901QG
FBgn0004620	FBgn0117213	Dere\GG25084	EOG091901ZM
FBgn0004622	FBgn0104274	Dere\GG11982	EOG091905VT
FBgn0004623	FBgn0108289	Dere\GG16054	EOG091909UC
FBgn0004635	FBgn0107048	Dere\GG14792	EOG09190BLJ
FBgn0004636	FBgn0085131	Dere\GG14553	EOG09190H05
FBgn0004638	FBgn0114657	Dere\GG22486	EOG09190F27
FBgn0004643	FBgn0105213	Dere\GG12940	EOG09190334
FBgn0004644	FBgn0104746	Dere\GG12458	EOG091909F1
FBgn0004646	FBgn0109867	Dere\GG17645	EOG09190AKS
FBgn0004647	FBgn0110856	Dere\GG18646	EOG09190041
FBgn0004648	FBgn0105069	Dere\GG12791	EOG091900KK
FBgn0004649	FBgn0110052	Dere\GG17831	EOG09190085
FBgn0004650	FBgn0105118	Dere\GG12842	EOG0919008N
FBgn0004654	FBgn0105183	Dere\GG12910	EOG091906PF
FBgn0004655	FBgn0104935	Dere\GG12647	EOG091900Y1
FBgn0004656	FBgn0109813	Dere\GG17589	EOG091902SR
FBgn0004657	FBgn0111884	Dere\GG19682	EOG091902WF
FBgn0004666	FBgn0111648	Dere\GG19445	EOG091906BQ
FBgn0004687	FBgn0110702	Dere\GG18489	EOG09190HRK
FBgn0004698	FBgn0112700	Dere\GG20510	EOG091901HW
FBgn0004777	FBgn0105885	Dere\GG13621	EOG09190K76
FBgn0004778	FBgn0102622	Dere\GG10313	EOG09190K2A
FBgn0004779	FBgn0102611	Dere\GG10302	EOG09190J3S
FBgn0004781	FBgn0102600	Dere\GG10291	EOG09190HH6
FBgn0004784	FBgn0112832	Dere\GG20644	EOG091903I3
FBgn0004795	FBgn0115029	Dere\GG22872	EOG0919047T
FBgn0004797	FBgn0114941	Dere\GG22776	EOG091905FL
FBgn0004811	FBgn0113784	Dere\GG21606	EOG09190CEJ
FBgn0004832	FBgn0110772	Dere\GG18561	EOG09190CG5
FBgn0004837	FBgn0117267	Dere\GG25142	EOG09190673
FBgn0004838	FBgn0102752	Dere\GG10443	EOG09190ASF
FBgn0004839	FBgn0114784	Dere\GG22613	EOG091901K8
FBgn0004841	FBgn0109499	Dere\GG17272	EOG091905GF
FBgn0004842	FBgn0104439	Dere\GG12147	EOG0919072R
FBgn0004852	FBgn0108306	Dere\GG16071	EOG09190147
FBgn0004854	FBgn0111320	Dere\GG19114	EOG09190GND
FBgn0004855	FBgn0109077	Dere\GG16847	EOG09190HZK
FBgn0004856	FBgn0111209	Dere\GG19003	EOG091907LP
FBgn0004858	FBgn0116390	Dere\GG24258	EOG09190B6L
FBgn0004859	FBgn0108697	Dere\GG16466	EOG091900PB
FBgn0004862	FBgn0116730	Dere\GG24598	EOG09190BUN
FBgn0004863	FBgn0116796	Dere\GG24664	EOG09190FQ1
FBgn0004864	FBgn0111066	Dere\GG18859	EOG0919011T
FBgn0004865	FBgn0108403	Dere\GG16168	EOG091905LU
FBgn0004867	FBgn0116140	Dere\GG24001	EOG09190F2O
FBgn0004868	FBgn0116164	Dere\GG24025	EOG091907C5
FBgn0004870	FBgn0106884	Dere\GG14628	EOG091904IH
FBgn0004872	FBgn0102646	Dere\GG10337	EOG091902E1
FBgn0004875	FBgn0107415	Dere\GG15162	EOG091902PE
FBgn0004876	FBgn0108432	Dere\GG16197	EOG091901AZ
FBgn0004878	FBgn0103185	Dere\GG10881	EOG091907ZZ
FBgn0004882	FBgn0104734	Dere\GG12446	EOG091904WE
FBgn0004885	FBgn0103614	Dere\GG11313	EOG091900LX
FBgn0004888	FBgn0107413	Dere\GG15160	EOG09190CD3
FBgn0004889	FBgn0109526	Dere\GG17299	EOG091906O8
FBgn0004892	FBgn0116559	Dere\GG24427	EOG09190F5I
FBgn0004893	FBgn0117096	Dere\GG24967	EOG09190AEL
FBgn0004895	FBgn0107429	Dere\GG15176	EOG09190DR2
FBgn0004896	FBgn0114973	Dere\GG22808	EOG09190BGX
FBgn0004897	FBgn0103659	Dere\GG11359	EOG09190AUH
FBgn0004898	FBgn0103660	Dere\GG11360	EOG09190DI3
FBgn0004901	FBgn0116991	Dere\GG24862	EOG091905UA
FBgn0004903	FBgn0104459	Dere\GG12167	EOG09190DR1
FBgn0004907	FBgn0116273	Dere\GG24140	EOG09190CIK
FBgn0004908	FBgn0102347	Dere\GG10035	EOG09190GA1
FBgn0004910	FBgn0106499	Dere\GG14238	EOG09190GL1
FBgn0004913	FBgn0104881	Dere\GG12593	EOG091903K4
FBgn0004914	FBgn0116195	Dere\GG24056	EOG091905VG
FBgn0004915	FBgn0102444	Dere\GG10133	EOG09190C1I
FBgn0004919	FBgn0112062	Dere\GG19861	EOG091905SY
FBgn0004921	FBgn0115541	Dere\GG23393	EOG09190KW8
FBgn0004924	FBgn0110094	Dere\GG17874	EOG091904CH
FBgn0004926	FBgn0106079	Dere\GG13816	EOG09190DK3
FBgn0004956	FBgn0110347	Dere\GG18131	EOG09190B0G
FBgn0004957	FBgn0110344	Dere\GG18128	EOG091908WI
FBgn0004959	FBgn0111386	Dere\GG19180	EOG091906ZL
FBgn0005198	FBgn0108316	Dere\GG16081	EOG091900EN
FBgn0005278	FBgn0116826	Dere\GG24695	EOG091909G1
FBgn0005322	FBgn0116091	Dere\GG23952	EOG09190A3F
FBgn0005355	FBgn0109333	Dere\GG17105	EOG091908GL
FBgn0005386	FBgn0105664	Dere\GG13392	EOG091900M2
FBgn0005390	FBgn0110673	Dere\GG18460	EOG091900CV
FBgn0005391	FBgn0111154	Dere\GG18948	EOG091909EV
FBgn0005411	FBgn0111532	Dere\GG19328	EOG09190AUA
FBgn0005427	FBgn0105052	Dere\GG12766	EOG091905UX
FBgn0005533	FBgn0106302	Dere\GG14040	EOG09190IXF
FBgn0005536	FBgn0108181	Dere\GG15946	EOG0919027L
FBgn0005558	FBgn0108631	Dere\GG16399	EOG091903FG
FBgn0005561	FBgn0108638	Dere\GG16406	EOG091903GR
FBgn0005564	FBgn0105667	Dere\GG13395	EOG091905TM
