FBgn0000008	FBgn0231782	Dyak\GE14160	EOG091902HN
FBgn0002924	FBgn0228290	Dyak\GE10426	EOG0919047N
FBgn0002926	FBgn0237793	Dyak\GE20478	EOG0919005B
FBgn0002930	FBgn0067427	Dyak\nec	EOG09190D2V
FBgn0002931	FBgn0234011	Dyak\GE16494	EOG09190EWG
FBgn0002932	FBgn0241903	Dyak\GE24802	EOG091903MO
FBgn0002936	FBgn0234667	Dyak\GE17188	EOG09190DZE
FBgn0002937	FBgn0243321	Dyak\GE26290	EOG091903OO
FBgn0002938	FBgn0232095	Dyak\GE14491	EOG091900MR
FBgn0002939	FBgn0230530	Dyak\GE12810	EOG091905BC
FBgn0002940	FBgn0242194	Dyak\GE25107	EOG091909NJ
FBgn0002941	FBgn0242066	Dyak\GE24972	EOG09190D1O
FBgn0002945	FBgn0239748	Dyak\GE22529	EOG091907GJ
FBgn0002962	FBgn0242648	Dyak\GE25585	EOG09190CHZ
FBgn0002973	FBgn0236228	Dyak\GE18844	EOG09190716
FBgn0002985	FBgn0232422	Dyak\GE14830	EOG09190CW8
FBgn0002989	FBgn0232556	Dyak\GE14966	EOG091902K2
FBgn0003002	FBgn0242508	Dyak\GE25438	EOG09190AG9
FBgn0003008	FBgn0231963	Dyak\GE14351	EOG09190G42
FBgn0003009	FBgn0229389	Dyak\GE11589	EOG0919089A
FBgn0003015	FBgn0242963	Dyak\GE25914	EOG09190A6X
FBgn0003016	FBgn0241972	Dyak\GE24875	EOG091900UB
FBgn0003023	FBgn0234915	Dyak\GE17448	EOG09190346
FBgn0003028	FBgn0233910	Dyak\GE16381	EOG091907B7
FBgn0003034	FBgn0239194	Dyak\GE21959	EOG09190KY1
FBgn0003041	FBgn0237700	Dyak\GE20384	EOG091900YK
FBgn0003044	FBgn0229706	Dyak\GE11924	EOG091902KD
FBgn0003046	FBgn0231913	Dyak\GE14297	EOG09190G7D
FBgn0003048	FBgn0233789	Dyak\GE16251	EOG0919004G
FBgn0003053	FBgn0233884	Dyak\GE16354	EOG091901DT
FBgn0003060	FBgn0241547	Dyak\GE24430	EOG09190KZS
FBgn0003062	FBgn0068157	Dyak\Fib	EOG09190EAU
FBgn0003065	FBgn0240496	Dyak\GE23299	EOG09190KZZ
FBgn0003067	FBgn0229758	Dyak\GE11980	EOG091903UU
FBgn0003071	FBgn0068100	Dyak\Pfk	EOG091901WC
FBgn0003074	FBgn0013171	Dyak\Pgi	EOG091904SD
FBgn0003076	FBgn0020944	Dyak\Pgm	EOG091904Z3
FBgn0003079	FBgn0233795	Dyak\GE16257	EOG091903YM
FBgn0003082	FBgn0236512	Dyak\GE19152	EOG091905CV
FBgn0003087	FBgn0067426	Dyak\pim	EOG09190I5L
FBgn0003089	FBgn0239725	Dyak\GE22505	EOG091906Y2
FBgn0003090	FBgn0236476	Dyak\GE19116	EOG091901TV
FBgn0003091	FBgn0229428	Dyak\GE11630	EOG091903HV
FBgn0003093	FBgn0240979	Dyak\GE23824	EOG0919034D
FBgn0003114	FBgn0064247	Dyak\plu	EOG09190GQ6
FBgn0003116	FBgn0233782	Dyak\GE16244	EOG09190BWF
FBgn0003117	FBgn0241482	Dyak\GE24361	EOG09190BXP
FBgn0003118	FBgn0241107	Dyak\GE23965	EOG091905I0
FBgn0003124	FBgn0236996	Dyak\GE19659	EOG091904JS
FBgn0003129	FBgn0241954	Dyak\GE24855	EOG09190EL3
FBgn0003130	FBgn0231752	Dyak\GE14129	EOG09190CN2
FBgn0003134	FBgn0240673	Dyak\GE23493	EOG09190B26
FBgn0003137	FBgn0228370	Dyak\GE10512	EOG0919003Z
FBgn0003139	FBgn0233987	Dyak\GE16465	EOG09190BCI
FBgn0003140	FBgn0231588	Dyak\GE13949	EOG09190BEQ
FBgn0003141	FBgn0230338	Dyak\GE12609	EOG09190GZE
FBgn0003145	FBgn0230178	Dyak\GE12435	EOG091906JC
FBgn0003149	FBgn0238553	Dyak\GE21285	EOG091903D9
FBgn0003159	FBgn0234439	Dyak\GE16951	EOG091901T2
FBgn0003162	FBgn0229942	Dyak\GE12177	EOG09190CJ4
FBgn0003165	FBgn0241898	Dyak\GE24796	EOG09190310
FBgn0003169	FBgn0243459	Dyak\GE26437	EOG091905MD
FBgn0003174	FBgn0236479	Dyak\GE19119	EOG091902IB
FBgn0003175	FBgn0229647	Dyak\GE11861	EOG0919011P
FBgn0003187	FBgn0230826	Dyak\GE13128	EOG0919025S
FBgn0003189	FBgn0234761	Dyak\GE17287	EOG0919005X
FBgn0003204	FBgn0235293	Dyak\GE17853	EOG0919064R
FBgn0003205	FBgn0241874	Dyak\GE24771	EOG09190HG8
FBgn0003206	FBgn0238674	Dyak\GE21414	EOG09190GCZ
FBgn0003209	FBgn0228648	Dyak\GE10807	EOG0919033F
FBgn0003210	FBgn0234345	Dyak\GE16853	EOG091901V9
FBgn0003218	FBgn0234589	Dyak\GE17108	EOG0919012N
FBgn0003227	FBgn0243388	Dyak\GE26359	EOG091904DX
FBgn0003231	FBgn0022822	Dyak\ref(2)P	EOG091907WT
FBgn0003249	FBgn0242175	Dyak\GE25087	EOG09190B6T
FBgn0003250	FBgn0239413	Dyak\GE22185	EOG09190AJ6
FBgn0003254	FBgn0229805	Dyak\GE12030	EOG091904UC
FBgn0003255	FBgn0242276	Dyak\GE25192	EOG0919011S
FBgn0003256	FBgn0229142	Dyak\GE11327	EOG091909BX
FBgn0003261	FBgn0241259	Dyak\GE24123	EOG091904ZO
FBgn0003267	FBgn0228462	Dyak\GE10608	EOG09190DUQ
FBgn0003268	FBgn0228777	Dyak\GE10947	EOG0919007I
FBgn0003270	FBgn0230450	Dyak\GE12726	EOG09190HHS
FBgn0003274	FBgn0068062	Dyak\RpLP2	EOG09190KOR
FBgn0003277	FBgn0084295	Dyak\RpII215	EOG091900F8
FBgn0003278	FBgn0234273	Dyak\GE16780	EOG0919010Z
FBgn0003279	FBgn0068083	Dyak\RpL4	EOG09190B1W
FBgn0003285	FBgn0234400	Dyak\GE16910	EOG09190425
FBgn0003292	FBgn0237521	Dyak\GE20200	EOG091902A5
FBgn0003295	FBgn0238426	Dyak\GE21150	EOG09190FK2
FBgn0003300	FBgn0084618	Dyak\run	EOG09190C65
FBgn0003301	FBgn0233649	Dyak\GE16101	EOG091900L1
FBgn0003302	FBgn0046889	Dyak\rux	EOG09190BVO
FBgn0003308	FBgn0041639	Dyak\ry	EOG091900N2
FBgn0003310	FBgn0233375	Dyak\GE15810	EOG091908WG
FBgn0003312	FBgn0241337	Dyak\GE24206	EOG091908FT
FBgn0003313	FBgn0235937	Dyak\GE18526	EOG09190KZ3
FBgn0003317	FBgn0236510	Dyak\GE19150	EOG091904HI
FBgn0003319	FBgn0241491	Dyak\GE24370	EOG0919067U
FBgn0003321	FBgn0232948	Dyak\GE15368	EOG0919068M
FBgn0003326	FBgn0230236	Dyak\GE12496	EOG091903XC
FBgn0003328	FBgn0231300	Dyak\GE13641	EOG0919019R
FBgn0003330	FBgn0228405	Dyak\GE10548	EOG09190CNM
FBgn0003334	FBgn0241858	Dyak\GE24755	EOG091903JE
FBgn0003339	FBgn0242877	Dyak\GE25827	EOG09190FFA
FBgn0003345	FBgn0234705	Dyak\GE17227	EOG091907OI
FBgn0003346	FBgn0230943	Dyak\GE13255	EOG091908KG
FBgn0003353	FBgn0231976	Dyak\GE14365	EOG091902IE
FBgn0003358	FBgn0068034	Dyak\Ser99Dc	EOG09190CMI
FBgn0003360	FBgn0067930	Dyak\sesB	EOG09190CF6
FBgn0003366	FBgn0234794	Dyak\GE17323	EOG0919004L
FBgn0003371	FBgn0233805	Dyak\GE16268	EOG09190410
FBgn0003372	FBgn0229078	Dyak\GE11259	EOG09190KTV
FBgn0003373	FBgn0276750	Dyak\GE28595	EOG09190L2T
FBgn0003380	FBgn0233132	Dyak\GE15560	EOG091906VY
FBgn0003382	FBgn0230596	Dyak\GE12879	EOG091900KW
FBgn0003386	FBgn0235680	Dyak\GE18252	EOG091905TP
FBgn0003388	FBgn0239250	Dyak\GE22018	EOG091905SJ
FBgn0003390	FBgn0233971	Dyak\GE16446	EOG0919073G
FBgn0003391	FBgn0231404	Dyak\GE13751	EOG091900IG
FBgn0003392	FBgn0234713	Dyak\GE17235	EOG091902QY
FBgn0003396	FBgn0230576	Dyak\GE12857	EOG091900DV
FBgn0003401	FBgn0229328	Dyak\GE11527	EOG09190AHA
FBgn0003410	FBgn0237211	Dyak\GE19881	EOG09190CW9
FBgn0003411	FBgn0234778	Dyak\GE17305	EOG09190H8Y
FBgn0003415	FBgn0239587	Dyak\GE22364	EOG09190074
FBgn0003416	FBgn0234742	Dyak\GE17264	EOG091900XY
FBgn0003423	FBgn0235362	Dyak\GE17926	EOG09190457
FBgn0003429	FBgn0240685	Dyak\GE23506	EOG09190116
FBgn0003430	FBgn0235690	Dyak\GE18262	EOG09190F48
FBgn0003435	FBgn0231486	Dyak\GE13838	EOG091906RO
FBgn0003444	FBgn0234200	Dyak\GE16703	EOG09190272
FBgn0003447	FBgn0041638	Dyak\sn	EOG091905JK
FBgn0003448	FBgn0236744	Dyak\GE19401	EOG09190B5M
FBgn0003449	FBgn0233919	Dyak\GE16390	EOG09190GZR
FBgn0003450	FBgn0241586	Dyak\GE24470	EOG091909JL
FBgn0003459	FBgn0237347	Dyak\GE20022	EOG0919034F
FBgn0003460	FBgn0236484	Dyak\GE19124	EOG09190D64
FBgn0003462	FBgn0022829	Dyak\Sod	EOG09190H9O
FBgn0003463	FBgn0041637	Dyak\sog	EOG091901BN
FBgn0003464	FBgn0235357	Dyak\GE17921	EOG091900RB
FBgn0003475	FBgn0230990	Dyak\GE13304	EOG091902HW
FBgn0003479	FBgn0240605	Dyak\GE23416	EOG09190BN3
FBgn0003480	FBgn0241363	Dyak\GE24233	EOG09190BME
FBgn0003482	FBgn0240881	Dyak\GE23723	EOG09190HL3
FBgn0003483	FBgn0241465	Dyak\GE24344	EOG091900K5
FBgn0003495	FBgn0067424	Dyak\spz	EOG09190AL6
FBgn0003499	FBgn0242577	Dyak\GE25511	EOG091903MQ
FBgn0003502	FBgn0228901	Dyak\GE11074	EOG091903G3
FBgn0003507	FBgn0241478	Dyak\GE24357	EOG0919092R
FBgn0003510	FBgn0020063	Dyak\Sry-alpha	EOG0919065K
FBgn0003511	FBgn0228688	Dyak\GE10851	EOG09190C9P
FBgn0003512	FBgn0228689	Dyak\GE10853	EOG09190BF0
FBgn0003513	FBgn0243346	Dyak\GE26316	EOG091902KZ
FBgn0003514	FBgn0067924	Dyak\sqh	EOG09190HCB
FBgn0003515	FBgn0237189	Dyak\GE19858	EOG091903MC
FBgn0003517	FBgn0029187	Dyak\sta	EOG09190DSL
FBgn0003520	FBgn0231577	Dyak\GE13936	EOG091906QT
FBgn0003525	FBgn0228319	Dyak\GE10458	EOG091908D2
FBgn0003527	FBgn0230219	Dyak\GE12476	EOG09190FNK
FBgn0003545	FBgn0231603	Dyak\GE13965	EOG09190726
FBgn0003557	FBgn0235337	Dyak\GE17900	EOG091902FP
FBgn0003559	FBgn0232830	Dyak\GE15242	EOG091902YP
FBgn0003567	FBgn0243479	Dyak\GE26458	EOG091903U0
FBgn0003575	FBgn0043598	Dyak\su(s)	EOG091903FO
FBgn0003598	FBgn0243287	Dyak\GE26256	EOG091901DO
FBgn0003607	FBgn0068027	Dyak\HP1A	EOG09190HKT
FBgn0003612	FBgn0236608	Dyak\GE19255	EOG091904VF
FBgn0003638	FBgn0029186	Dyak\su(w[a])	EOG091904IU
FBgn0003651	FBgn0243205	Dyak\GE26169	EOG091906OO
FBgn0003655	FBgn0233988	Dyak\GE16466	EOG091906T8
FBgn0003656	FBgn0234955	Dyak\GE17492	EOG091900MU
FBgn0003660	FBgn0068026	Dyak\Syb	EOG09190J6J
FBgn0003676	FBgn0241172	Dyak\GE24032	EOG091905GM
FBgn0003687	FBgn0231340	Dyak\GE13685	EOG09190D9S
FBgn0003701	FBgn0231595	Dyak\GE13956	EOG091902NJ
FBgn0003710	FBgn0238681	Dyak\GE21421	EOG091908CA
FBgn0003714	FBgn0234432	Dyak\GE16944	EOG09190HZL
FBgn0003716	FBgn0236374	Dyak\GE19007	EOG0919053I
FBgn0003719	FBgn0240689	Dyak\GE23510	EOG0919016C
FBgn0003720	FBgn0228739	Dyak\GE10907	EOG091908LR
FBgn0003731	FBgn0229964	Dyak\GE12201	EOG091900PG
FBgn0003733	FBgn0240844	Dyak\GE23684	EOG091901VB
FBgn0003741	FBgn0239435	Dyak\GE22208	EOG09190KUS
FBgn0003742	FBgn0230060	Dyak\GE12305	EOG09190H8N
FBgn0003744	FBgn0239681	Dyak\GE22460	EOG091906SJ
FBgn0003747	FBgn0233943	Dyak\GE16417	EOG091909AR
FBgn0003748	FBgn0229930	Dyak\GE12164	EOG091904VX
FBgn0003751	FBgn0243261	Dyak\GE26229	EOG09190E00
FBgn0003861	FBgn0228277	Dyak\GE10412	EOG091901XH
FBgn0003862	FBgn0243480	Dyak\GE26459	EOG0919006O
FBgn0003865	FBgn0235034	Dyak\GE17577	EOG09190EM8
FBgn0003866	FBgn0230642	Dyak\GE12928	EOG091903BN
FBgn0003867	FBgn0241227	Dyak\GE24088	EOG09190ABK
FBgn0003870	FBgn0228787	Dyak\ttk	EOG091903ZA
FBgn0003882	FBgn0067423	Dyak\tub	EOG09190AWL
FBgn0003886	FBgn0241845	Dyak\GE24741	EOG091907WA
FBgn0003888	FBgn0232005	Dyak\GE14397	EOG091907JT
FBgn0003889	FBgn0241882	Dyak\GE24779	EOG09190889
FBgn0003890	FBgn0228378	Dyak\GE10520	EOG091906EO
FBgn0003891	FBgn0229943	Dyak\GE12178	EOG09190057
FBgn0003892	FBgn0236573	Dyak\GE19216	EOG091900ZH
FBgn0003896	FBgn0230421	Dyak\GE12696	EOG091909O3
FBgn0003900	FBgn0084444	Dyak\twi	EOG09190BS5
FBgn0003941	FBgn0068068	Dyak\RpL40	EOG09190ICF
FBgn0003944	FBgn0276675	Dyak\GE28520	EOG09190E1N
FBgn0003950	FBgn0232898	Dyak\GE15315	EOG091905SM
FBgn0003961	FBgn0232210	Dyak\GE14614	EOG09190A1A
FBgn0003963	FBgn0234370	Dyak\GE16880	EOG091902K5
FBgn0003964	FBgn0234474	Dyak\GE16988	EOG091909OT
FBgn0003965	FBgn0022818	Dyak\v	EOG09190ANX
FBgn0003969	FBgn0233551	Dyak\GE15997	EOG091901W7
FBgn0003975	FBgn0230240	Dyak\GE12502	EOG09190ECJ
FBgn0003977	FBgn0229377	Dyak\GE11577	EOG091900EH
FBgn0003978	FBgn0230341	Dyak\GE12612	EOG091909GC
FBgn0003979	FBgn0236336	Dyak\GE18966	EOG09190JI7
FBgn0003980	FBgn0242813	Dyak\GE25756	EOG09190K87
FBgn0003984	FBgn0237844	Dyak\GE20531	EOG091907S7
FBgn0003996	FBgn0234408	Dyak\GE16918	EOG0919044K
FBgn0003997	FBgn0239316	Dyak\GE22086	EOG09190FZL
FBgn0004003	FBgn0229802	Dyak\GE12027	EOG09190E1O
FBgn0004034	FBgn0028749	Dyak\y	EOG091905DX
FBgn0004045	FBgn0235268	Dyak\GE17827	EOG091908SL
FBgn0004047	FBgn0234588	Dyak\GE17107	EOG091909PC
FBgn0004049	FBgn0241554	Dyak\GE24437	EOG091903V5
FBgn0004050	FBgn0022816	Dyak\z	EOG09190D7C
FBgn0004053	FBgn0242880	Dyak\GE25830	EOG09190EEV
FBgn0004054	FBgn0242882	Dyak\GE25832	EOG09190HSD
FBgn0004055	FBgn0232067	Dyak\GE14462	EOG091906W2
FBgn0004057	FBgn0015691	Dyak\Zw	EOG091906QR
FBgn0004066	FBgn0234731	Dyak\GE17253	EOG09190ERQ
FBgn0004087	FBgn0241522	Dyak\GE24403	EOG09190GC0
FBgn0004101	FBgn0232006	Dyak\GE14398	EOG09190CNB
FBgn0004102	FBgn0234904	Dyak\GE17437	EOG09190G4G
FBgn0004106	FBgn0243052	Dyak\GE26009	EOG09190C0B
FBgn0004107	FBgn0067994	Dyak\cdc2c	EOG09190BWU
FBgn0004108	FBgn0237203	Dyak\GE19873	EOG091903W8
FBgn0004110	FBgn0242789	Dyak\GE25731	EOG09190B29
FBgn0004117	FBgn0068017	Dyak\Tm2	EOG09190E04
FBgn0004118	FBgn0228635	Dyak\GE10794	EOG091905SP
FBgn0004132	FBgn0240971	Dyak\GE23816	EOG09190HM1
FBgn0004133	FBgn0240960	Dyak\GE23805	EOG0919091K
FBgn0004143	FBgn0020062	Dyak\nullo	EOG09190FR0
FBgn0004167	FBgn0238622	Dyak\GE21360	EOG0919001B
FBgn0004168	FBgn0229793	Dyak\GE12018	EOG091904J0
FBgn0004169	FBgn0233697	Dyak\GE16153	EOG09190DOI
FBgn0004170	FBgn0025397	Dyak\sc	EOG09190D4M
FBgn0004177	FBgn0232234	Dyak\GE14639	EOG09190B5L
FBgn0004179	FBgn0239823	Dyak\GE22607	EOG09190F3A
FBgn0004181	FBgn0068103	Dyak\Peb	EOG09190FZO
FBgn0004197	FBgn0228436	Dyak\GE10581	EOG091900PW
FBgn0004198	FBgn0233294	Dyak\GE15727	EOG091900PD
FBgn0004227	FBgn0234745	Dyak\GE17267	EOG091908Z7
FBgn0004237	FBgn0241543	Dyak\GE24426	EOG09190FO5
FBgn0004242	FBgn0232617	Dyak\GE15027	EOG091909FU
FBgn0004244	FBgn0238528	Dyak\GE21259	EOG09190791
FBgn0004359	FBgn0240857	Dyak\GE23699	EOG091909CN
FBgn0004360	FBgn0236633	Dyak\GE19281	EOG09190BGT
FBgn0004362	FBgn0068146	Dyak\HmgD	EOG09190KXX
FBgn0004363	FBgn0067938	Dyak\porin	EOG09190C4O
FBgn0004364	FBgn0067453	Dyak\18w	EOG0919018D
FBgn0004367	FBgn0234747	Dyak\GE17270	EOG0919004R
FBgn0004368	FBgn0233906	Dyak\GE16377	EOG091900MG
FBgn0004369	FBgn0241001	Dyak\GE23851	EOG091901PV
FBgn0004370	FBgn0233228	Dyak\GE15658	EOG091900B5
FBgn0004372	FBgn0238924	Dyak\GE21675	EOG091905IG
FBgn0004373	FBgn0238311	Dyak\GE21031	EOG09190114
FBgn0004374	FBgn0230980	Dyak\GE13294	EOG091901F8
FBgn0004378	FBgn0238258	Dyak\GE20974	EOG091901QY
FBgn0004379	FBgn0238523	Dyak\GE21253	EOG091902SO
FBgn0004380	FBgn0237874	Dyak\GE20565	EOG09190490
FBgn0004381	FBgn0239092	Dyak\GE21849	EOG0919048A
FBgn0004387	FBgn0228415	Dyak\GE10559	EOG091900WO
FBgn0004389	FBgn0228753	Dyak\GE10921	EOG09190ES4
FBgn0004390	FBgn0237615	Dyak\GE20296	EOG091901UU
FBgn0004391	FBgn0233597	Dyak\GE16046	EOG0919009C
FBgn0004394	FBgn0236003	Dyak\GE18596	EOG091903OX
FBgn0004395	FBgn0241121	Dyak\GE23979	EOG091903VN
FBgn0004396	FBgn0239474	Dyak\GE22248	EOG09190DT7
FBgn0004397	FBgn0234453	Dyak\GE16966	EOG091902BB
FBgn0004400	FBgn0275652	Dyak\GE27497	EOG09190BGY
FBgn0004401	FBgn0239362	Dyak\GE22133	EOG09190AFK
FBgn0004406	FBgn0229233	Dyak\GE11427	EOG091901JF
FBgn0004407	FBgn0229215	Dyak\GE11405	EOG09190DE4
FBgn0004419	FBgn0067947	Dyak\me31B	EOG0919070S
FBgn0004429	FBgn0238260	Dyak\GE20976	EOG09190IBT
FBgn0004430	FBgn0068130	Dyak\LysS	EOG09190I6N
FBgn0004431	FBgn0238265	Dyak\GE20981	EOG09190HVZ
FBgn0004432	FBgn0068174	Dyak\Cyp1	EOG09190EN1
FBgn0004435	FBgn0230224	Dyak\GE12481	EOG09190841
FBgn0004436	FBgn0242398	Dyak\GE25319	EOG09190HCY
FBgn0004449	FBgn0236850	Dyak\GE19509	EOG0919002H
FBgn0004456	FBgn0233711	Dyak\GE16168	EOG0919014N
FBgn0004463	FBgn0230144	Dyak\GE12399	EOG0919013L
FBgn0004465	FBgn0239431	Dyak\GE22204	EOG091907ZT
FBgn0004507	FBgn0235371	Dyak\GE17935	EOG0919027W
FBgn0004509	FBgn0228546	Dyak\GE10700	EOG091900U4
FBgn0004510	FBgn0228461	Dyak\GE10607	EOG09190B3Q
FBgn0004511	FBgn0235053	Dyak\GE17598	EOG091905WD
FBgn0004512	FBgn0231086	Dyak\GE13408	EOG09190109
FBgn0004513	FBgn0237804	Dyak\GE20489	EOG091900Z9
FBgn0004514	FBgn0240223	Dyak\GE23022	EOG091906H7
FBgn0004516	FBgn0237956	Dyak\GE20651	EOG091905KH
FBgn0004552	FBgn0238675	Dyak\GE21415	EOG09190KEV
FBgn0004556	FBgn0239418	Dyak\GE22191	EOG091904L9
FBgn0004567	FBgn0235691	Dyak\GE18263	EOG09190E6H
FBgn0004569	FBgn0239447	Dyak\GE22220	EOG091908GZ
FBgn0004573	FBgn0240540	Dyak\GE23347	EOG09190806
FBgn0004574	FBgn0237950	Dyak\GE20645	EOG091904HK
FBgn0004575	FBgn0243059	Dyak\GE26016	EOG091903HH
FBgn0004577	FBgn0241711	Dyak\GE24600	EOG09190406
FBgn0004580	FBgn0229433	Dyak\GE11635	EOG09190CEC
FBgn0004581	FBgn0085838	Dyak\bgcn	EOG091900V4
FBgn0004583	FBgn0234328	Dyak\GE16836	EOG091902MF
FBgn0004584	FBgn0277206	Dyak\GE29051	EOG09190BF7
FBgn0004587	FBgn0243315	Dyak\GE26284	EOG09190H1X
FBgn0004595	FBgn0243130	Dyak\GE26090	EOG091901OY
FBgn0004597	FBgn0243449	Dyak\GE26424	EOG09190DFP
FBgn0004598	FBgn0068155	Dyak\Fur2	EOG091900HT
FBgn0004606	FBgn0068223	Dyak\GE10901	EOG0919027K
FBgn0004607	FBgn0232149	Dyak\GE14550	EOG091900RG
FBgn0004611	FBgn0064255	Dyak\Plc21C	EOG0919010W
FBgn0004618	FBgn0242289	Dyak\GE25205	EOG091909IB
FBgn0004619	FBgn0238827	Dyak\GE21572	EOG091901QG
FBgn0004620	FBgn0242581	Dyak\GE25515	EOG091901ZM
FBgn0004622	FBgn0228273	Dyak\GE10408	EOG091905VT
FBgn0004623	FBgn0236958	Dyak\GE19620	EOG091909UC
FBgn0004635	FBgn0238430	Dyak\GE21154	EOG09190BLJ
FBgn0004636	FBgn0084991	Dyak\GE20907	EOG09190H05
FBgn0004638	FBgn0231036	Dyak\GE13357	EOG09190F27
FBgn0004643	FBgn0233802	Dyak\GE16265	EOG09190334
FBgn0004644	FBgn0241122	Dyak\GE23980	EOG091909F1
FBgn0004646	FBgn0235012	Dyak\GE17553	EOG09190AKS
FBgn0004647	FBgn0068119	Dyak\N	EOG09190041
FBgn0004648	FBgn0234119	Dyak\GE16618	EOG091900KK
FBgn0004649	FBgn0234606	Dyak\GE17125	EOG09190085
FBgn0004650	FBgn0234174	Dyak\GE16677	EOG0919008N
FBgn0004652	FBgn0043389	Dyak\fru	EOG091904JH
FBgn0004654	FBgn0020945	Dyak\Pgd	EOG091906PF
FBgn0004655	FBgn0234461	Dyak\GE16974	EOG091900Y1
FBgn0004656	FBgn0234952	Dyak\GE17489	EOG091902SR
FBgn0004657	FBgn0233322	Dyak\GE15757	EOG091902WF
FBgn0004666	FBgn0243277	Dyak\GE26246	EOG091906BQ
FBgn0004687	FBgn0234299	Dyak\GE16807	EOG09190HRK
FBgn0004698	FBgn0231302	Dyak\GE13643	EOG091901HW
FBgn0004777	FBgn0241976	Dyak\GE24879	EOG09190K76
FBgn0004778	FBgn0242888	Dyak\GE25838	EOG09190K2A
FBgn0004779	FBgn0242887	Dyak\GE25837	EOG09190J3S
FBgn0004781	FBgn0242886	Dyak\GE25836	EOG09190HH6
FBgn0004784	FBgn0229621	Dyak\GE11833	EOG091903I3
FBgn0004795	FBgn0231925	Dyak\GE14310	EOG0919047T
FBgn0004797	FBgn0230492	Dyak\GE12771	EOG091905FL
FBgn0004811	FBgn0230354	Dyak\GE12626	EOG09190CEJ
FBgn0004832	FBgn0234363	Dyak\GE16873	EOG09190CG5
FBgn0004837	FBgn0238107	Dyak\GE20814	EOG09190673
FBgn0004838	FBgn0231830	Dyak\GE14209	EOG09190ASF
FBgn0004839	FBgn0231151	Dyak\GE13482	EOG091901K8
FBgn0004841	FBgn0241779	Dyak\GE24673	EOG091905GF
FBgn0004842	FBgn0240866	Dyak\GE23708	EOG0919072R
FBgn0004854	FBgn0235111	Dyak\GE17661	EOG09190GND
FBgn0004855	FBgn0241358	Dyak\GE24228	EOG09190HZK
FBgn0004856	FBgn0234883	Dyak\GE17416	EOG091907LP
FBgn0004858	FBgn0242105	Dyak\GE25015	EOG09190B6L
FBgn0004859	FBgn0022826	Dyak\ci	EOG091900PB
FBgn0004863	FBgn0228979	Dyak\GE11155	EOG09190FQ1
FBgn0004864	FBgn0234774	Dyak\GE17301	EOG0919011T
FBgn0004867	FBgn0067925	Dyak\sop	EOG09190F2O
FBgn0004868	FBgn0228358	Dyak\GE10500	EOG091907C5
FBgn0004870	FBgn0238269	Dyak\GE20986	EOG091904IH
FBgn0004872	FBgn0230809	Dyak\GE13110	EOG091902E1
FBgn0004875	FBgn0238643	Dyak\GE21382	EOG091902PE
FBgn0004876	FBgn0242240	Dyak\GE25154	EOG091901AZ
FBgn0004878	FBgn0241279	Dyak\GE24144	EOG091907ZZ
FBgn0004882	FBgn0241111	Dyak\GE23969	EOG091904WE
FBgn0004885	FBgn0240688	Dyak\GE23509	EOG091900LX
FBgn0004888	FBgn0068038	Dyak\Scsalpha	EOG09190CD3
FBgn0004889	FBgn0241807	Dyak\GE24702	EOG091906O8
FBgn0004892	FBgn0232433	Dyak\GE14841	EOG09190F5I
FBgn0004893	FBgn0235686	Dyak\GE18258	EOG09190AEL
FBgn0004895	FBgn0238655	Dyak\GE21395	EOG09190DR2
FBgn0004896	FBgn0231860	Dyak\GE14241	EOG09190BGX
FBgn0004897	FBgn0240732	Dyak\GE23556	EOG09190AUH
FBgn0004898	FBgn0240733	Dyak\GE23557	EOG09190DI3
FBgn0004901	FBgn0242819	Dyak\GE25762	EOG091905UA
FBgn0004903	FBgn0228463	Dyak\GE10609	EOG09190DR1
FBgn0004907	FBgn0068545	Dyak\14-3-3zeta	EOG09190CIK
FBgn0004908	FBgn0242921	Dyak\GE25871	EOG09190GA1
FBgn0004910	FBgn0237971	Dyak\GE20666	EOG09190GL1
FBgn0004913	FBgn0242509	Dyak\GE25440	EOG091903K4
FBgn0004914	FBgn0228657	Dyak\GE10817	EOG091905VG
FBgn0004915	FBgn0236316	Dyak\GE18945	EOG09190C1I
FBgn0004919	FBgn0229198	Dyak\GE11386	EOG091905SY
FBgn0004921	FBgn0236589	Dyak\GE19235	EOG09190KW8
FBgn0004926	FBgn0237433	Dyak\GE20110	EOG09190DK3
FBgn0004956	FBgn0233112	Dyak\GE15539	EOG09190B0G
FBgn0004957	FBgn0233108	Dyak\GE15535	EOG091908WI
FBgn0004959	FBgn0235189	Dyak\GE17743	EOG091906ZL
FBgn0005278	FBgn0234094	Dyak\GE16582	EOG091909G1
FBgn0005322	FBgn0243188	Dyak\GE26152	EOG09190A3F
FBgn0005355	FBgn0241608	Dyak\GE24494	EOG091908GL
FBgn0005390	FBgn0233251	Dyak\GE15683	EOG091900CV
FBgn0005391	FBgn0232996	Dyak\GE15420	EOG091909EV
FBgn0005411	FBgn0233531	Dyak\GE15975	EOG09190AUA
FBgn0005427	FBgn0234103	Dyak\GE16592	EOG091905UX
FBgn0005533	FBgn0068056	Dyak\RpS17	EOG09190IXF
FBgn0005558	FBgn0232158	Dyak\GE14559	EOG091903FG
FBgn0005561	FBgn0232164	Dyak\GE14566	EOG091903GR
FBgn0005585	FBgn0241859	Dyak\GE24756	EOG09190AYL
